userName,at,content,score
Pengguna Google,2025-03-04 13:59:55,"Lemot,keluar sendiri ,lag,ngeframe sampai terhapus padahal memo masi banyak cara satu² nya download terus hapus lagi aj tolong di perbaiki",1
Pengguna Google,2025-03-03 13:01:28,Saya coba download ulang nih karna yg kemaren ga bisa di buka apakah titok memang menghapus dataku. Karna setiap di buka cuma loading aja.,1
Pengguna Google,2025-02-24 12:36:18,"Ini tiktok kenapa si tiap mau buka gak bisa"" hampir tiap hari harus instal ulang baru bisa di buka,padahal aplikasi lain bisa,udah gitu bikin hp ngebleng",5
Pengguna Google,2025-03-29 02:37:33,"semua fiturnya bagus,TAPI tik tok shop ku hilang gak tau kyk gmn,tolong dong tik tok bantuin.aku mau beli barang di tik tok shop gak bisa nih,kabarin ya caranya,,,,love you tik tok❤️",2
Pengguna Google,2025-02-26 07:10:31,"Sering keluar sendiri tiba"" ketika lagi scroll sering bgt ngelag padahal jaringan bagus wifi. Lancar jaya,, tolong perbaiki saya pengen belanja lewat tiktok",3
Pengguna Google,2025-03-05 16:56:25,"Bolak balik harus di hapus dan didownload ulang tiap Minggu,aneh aplikasi lemot dan ram langsung penuh,tolong diperbaiki ini sangat pelayanan yg buruk",1
Pengguna Google,2025-02-21 04:09:03,"Kenapa sih tiktok ku kok sering eror bahkan sampai hp ku kras dan lag parah, capek aku donlod tiktok mulu baru selesai di download gang beberapa hari lang sung eror, seperti stak di logo dan tidak bisa dipencet",5
Pengguna Google,2025-02-25 03:49:54,"Tiktok sekarang gk jelas saya download udah 8 menit instal nya lama bgtt,padahal jaringan bagus,jadi tiktok saya kasih bintang 1,maaf krna tiktok tuh burik sekarang",1
Pengguna Google,2025-03-09 12:59:13,"Sebelum nya apk nya baik"" aja bagus Tp knpa skrng malah ngebug mulu kdang kluar sndiri trs pas di update malah tambah parah buka apk nya blm 5 meni udah ngebug cape hrus klur masuk apk tolong dong benerin",1
Pengguna Google,2025-03-21 17:30:36,tiktok nya oke banget cuma kenapa kek komen biasa kena langgaran mohon di perbaiki. masalah nya gini. konten negatif yang kek seksual gak di ban tapi kenapa yang kek komen biasa atau video biasa kena langgaran mohon tiktok diperbaiki,2
Pengguna Google,2025-04-13 10:04:08,"tolong lahh tiktok, kalo lagi search sesuatu tetap pada topik yang sedang dicari, makin discroll malah makin lain topiknya wwkkwk",3
Pengguna Google,2025-03-04 06:35:20,Tiktok setelah update ada banyak masalah contoh nya kalau mau buka biasanya stak logo tiktok lalu harus uninstall dan harus download lagi biar bisa di buka,4
Pengguna Google,2025-03-16 20:29:03,"woi tiktok kenapa makin aneh updatenya, kenapa harus pake klaim klaim segala cara buat ningkatin love orange di tiktok live? padhal biasanya gak perlu klik klaim loh, makin ribet aja update nya",2
Pengguna Google,2025-03-01 05:59:24,"heh pemai, kalo proses postingan ga usah lama lama kocag, gua cape refreshnya, gua ubah jadi 5 lagi kalo ini dibenerin, ohh iyaa satu lagi deh sekalian, jangan terlalu sensitif kocak, dikit dikit apus komen, dah itu aja sekian dari saya, terima kasih",5
Pengguna Google,2025-03-27 15:52:35,makin lama makin aneh aja tiba-tiba akun ku di blokir tanpa ada peringatan. mikir lah streak api dah 200an tiba-tiba di blokir gitu tau gitu gausah buat streak udah di banding malah ngebug mau lu apasih,1
Pengguna Google,2025-03-25 06:45:00,"akhir2 ini suka nge lag, tiap buka tiktok loadingnya lama. udah ditunggu ujung2nya muncul tulisan ""tiktok tidak menanggapi"".",4
Pengguna Google,2025-03-01 03:03:51,"Mintok apk nya bagus,tapi ngebug pas mau masuk tiba² kluar sendiri di hp aku padahal tadi jam 06.00-08.43 bisa tapi kok sekarang gk bisa temanku chat aja gk masuk gimana nih mintok",5
Pengguna Google,2025-04-02 00:21:30,"update mulu,gw sebagai pengguna vivo y12 jd susah, bingung hrs update di playstore,v apstore,atw apk yg 1 lg ada di vivo y 12.mana kalo ga di update keluar mulu lg",3
Pengguna Google,2025-03-02 18:30:42,Dulu awal2 lancar gada kendala . sekarang malah sering banget ngeleg . lagi nonton live shop tiba2 keluar sendiri hp kaya nge repres gitu .,3
Pengguna Google,2025-03-24 06:59:19,"Terjadi error? level love oren tiba tiba tidak terbang saat masuk room, tap tap layar juga tidak masuk masuk,mohon perbaiki",3
Pengguna Google,2025-03-01 20:33:37,"Tolong mohon di filter kembali untuk video tiktok Yang makai aplikasi bukan hanya orang dewasa tapi anak-anak Postingan video isi nya kasus kasus semua Tolong lebih di filter lagi untuk video"" fyp nya",2
Pengguna Google,2025-03-28 06:41:33,Aplikasi nya bagus bangettzzz Dan tolong tambahin fitur live yg pengikut nya di bawah 100 dong soalnya banyak juga yg penhen live Makasih itu aja yg aku rating yaa papay,5
Pengguna Google,2025-04-23 06:40:45,"saat akun di blokir selamanya, tidak bisa menonton. ku kira walaupun akun diblokir masih bisa menonton, ternyata tidak.",1
Pengguna Google,2025-03-26 04:16:43,aneh nya suka ngestuk di logo nya trs harus hapus download lagi jadi nya ngehank ke hp nya kalo lagi nonton ttk hp nya tiba' diem ga bisa di pencett trs harus di mati daya dlu baru ngestuk di logo,3
Pengguna Google,2025-03-02 03:45:45,"Sering crash, bug suara live sering mengikuti padahal udh scroll tapi video lain. Dari dulu bug ini gk pernah beres meski saya gnti HP udh 3 kali",1
Pengguna Google,2025-03-28 05:52:13,Kenapa saya selalu kepental dari tiktok woi gw lagi asik nonton tapi malah kepental bikin ga mood woi paki tolong lah tiktok jangan bikin saya kesal ini saya ga ada hiburan makanya saya donlondw tiktok kalau ada hiburan aku ga bakal instal ini apk,2
Pengguna Google,2025-03-10 00:13:19,Plis cape banget sama tiktok sekarang suka gak bisa dibuka terus harus hapus aplikasi download lgi terus gitu dalam seminggu bisa 2 atau 3 kli hapus download tolong perbaiki,4
Pengguna Google,2025-03-27 17:58:12,"tolong ditambah fitur 'like/save terlama dan terbaru' kadang saking banyaknya, trus mau nyari kudu scroll satu satu",4
Pengguna Google,2025-01-31 01:45:37,"Setiap buka aplikasi nge-lag dan harus re-install,baru bisa berfungsi dg baik.Kondisi normal setelah re-install hanya beberapa hari saja.Hal ini berulang setiap buka aplikasi tik tok.Kenapa seperti ini ya?tolong diperbaiki ya Tik Tok.",3
Pengguna Google,2025-03-18 03:35:23,Agak jengkel sih sekarang sering ngebug mentok di logo gk bisa masuk ke dalam apk nya .. Saya mengecewakan itu...,1
Pengguna Google,2025-03-09 15:16:48,"kenapa ya tiktok saya bawaan nya kaya berat mulu,padahal udah ngosongin penyimpanan banyak"" tolong d perbaiki lagi ya ke depannya",1
Pengguna Google,2025-03-06 21:21:20,"admin tiktok kenapa apk yg sekarang suka bikin Hp ngelag, Seperti lemah Ram. di klik hanya logo saja yang tampil, mesti sering di unistal dulu.",2
Pengguna Google,2025-03-26 08:21:03,tolong untuk tiktok kembalikan chat sama streak nya soalnya tiba tiba hilang begitu saja jadi tidak bisa berkomunikasi lagi semoga di notice🙏,4
Pengguna Google,2025-03-27 21:15:46,aku suka banget sama tik tok ini tapi klo masuk tiktok lama bangett trs kalau udh main tiktok 1 hari atau 2 hari pasti gk bisa buka tiktok pliss di perbaiki yah tiktok,3
Pengguna Google,2025-02-25 00:42:42,"Makin di update makin gak jelas, padahal paket data full sampe ganti pake wifi juga malah gak bisa jalan apk nya",1
Pengguna Google,2025-02-26 17:51:31,"untuk pihak tiktok akun saya di blokir untuk selamanya dan ga bisa daftar pake gmail yang lain dan mungkin device saya di blokir,saya ga tau alasannnya apa padahal saya ga pernah upload hal aneh apapun malahan saya jarang upload vidio saya pake tiktok cuman buat olshope doang tolong kasih penjelasan yg realate knapa di blokir itu membuat saya heran",1
Pengguna Google,2025-03-26 05:53:27,aplikasi nya kurang bagi saya karena setiap saya buat akun pasti diblokir juga setiap saya mau lihat barang di tik tok shop pasti selalu ada masalah mohon di benarkan ya sekian 🙏🙏🙏🙏🙏🙏🙏🙏,3
Pengguna Google,2025-03-14 01:02:00,Kurang bagus aplikasinya . Kenapa yah aplikasi suka ngeleg terus keluar sendiri padahal ga ada kesalahan di hp Saya setelah di update tiktok nya suka ga jls,1
Pengguna Google,2025-03-17 09:18:35,Aplikasi yg sangat membantu Semua video ada disini Kita mau belajar masak..ada videonya Kita mau buat kerajinan.juga ada.semua ada di aplikasi ini.. aplikasi yangsangat berguna dan bermanfaat 👍🏻,5
Pengguna Google,2025-03-14 03:04:38,Apk nya bagus tapi sayang punya saya meskipun sudah di update berkali kali fitur story dan postingan ulang nya gak muncul muncul,3
Pengguna Google,2025-03-08 05:58:18,"Harus banyak perbaikan dalam seminggu saya bisa bolak balik utk uninstall dan download padahal memori pun cukup, tolong dong segera di perbaiki!!",1
Pengguna Google,2025-03-21 13:21:00,giliran update malah tambah lemot.. ngBUG jg.. nih tiktok niat gak sih?! padahal hp gak byk apl loh tp tiap kali buka tiktok mlah lemot sendiri apl.nya,2
Pengguna Google,2025-03-20 22:42:44,"ko setelah di update kamera nya jadi redup ya??, sudah 2 minggu lebih gaada perubahannya tolong ini gmn caranya..",1
Pengguna Google,2025-03-19 05:33:28,"tiktok tolong yh balikin tiktok yang dulu😠, yang sekarang tu kaya jamet bgt! JADI TOLONG BALIKIN YH, aku gasuka nama nya pindah kebawah (dekat username) jd tolong balikin ia😡😡 tiktok sekarang tampilan profil nya buriq bgt jelek 🤗😡🤬, gercep yh dibaikin ga pake lama y",1
Pengguna Google,2025-02-26 06:14:05,"Tik tok skrg suka ngelag gak bisa di buka, tolong di perbaiki yaa soalnya sering bgt hapus trs instal lg, jd cape hrs downlod trs",1
Pengguna Google,2025-03-24 12:57:24,aplikasi tiktok nya sekarang aneh tiba² baru buka tiktok langsung keluar sendiri ngeleg padahal nggk ada apa² jadi sekarang nggk pernah main tiktok sama buat video😭😭🙏🏻,1
Pengguna Google,2024-11-23 03:55:10,"gajelas, apk sering keluar sendiri, wifi bagus tapi ngelag, makin update makin aneh, kebanyakan live muncul di beranda, pas keluar dari apk masih ada suaranya. Kalo update yang bagus-bagusin lah jangan malah kebanyakan bug",1
Pengguna Google,2025-03-16 06:18:58,"aku ngeupdate ini loading nya lama sekali, padahal sinyal ku kuat loh? ada masalah dimana nya ini..",3
Pengguna Google,2025-03-27 01:42:51,"tambahan nih buat tiktok, klo bisa tambahin fitur Voice note di chat nya terus tolong adain fitur bagikan VT sebagai story.",4
Pengguna Google,2025-03-09 04:19:53,Akun tiktok saya gak bisa di akses karena ganti akun itu kenapa ya ? kok gak bisa tolong segera di perbaiki karena akun nya sudah banyak follower nya susah dapet followers itu lalu aku login lagi pakek google juga gak bisa itu kenapa ya ?soal nya saya gak bisa login lagi jadi saya gak bisa main tiktok,1
Pengguna Google,2025-03-23 16:43:03,"udah bagus sih, tapi banyakin vidio tentang dakwah min,atau yang lebih bermanfaat,jangan yang negatif dan yang tidak bermanfaat kalo ada yang tidak bermanfaat mohon di hapus/block akunya🙏🙏,mohon untuk di baca",1
Pengguna Google,2025-03-10 10:29:25,Apalah tiktok semenjak di update suka ngelag sama keluar sendiri apalagi klo scroll mesti ngelag tolong di perbaiki donggg biar bisa liat tiktok dengan lancar dan senang sekali lagi tolong di benerin tiktoknya,2
Pengguna Google,2025-03-23 09:28:22,sangat bagus tetapi tolong setiap kali baru saja saya masuk dalam tiktok mesti Vidio yang lertama live dan saya baru saja menginstalnya saya tidak bisa masuk kedalam tik tok,4
Pengguna Google,2025-03-20 11:01:58,"Terkadang ngeleg di hp. tapi bagus kok seru dan bisa live apa lagi pas lihat orang live behhh,dan kalo penggemar live pasti seru,atau gak sih bisa belanja di tiktok shop. dan kita bisa live,skrol,Bikin konten,dan belanja",4
Pengguna Google,2025-03-08 22:06:45,Heh buat perusahaan tik tok tolong di benerin lah nge bag nya dong aku tiap login tiba-tiba loding terus tiba-tiba keluar kan gk jelas aku pengen nonton lagi tik tok nya knp kaya gini sih kalo gk benerin bug nya fix kau hapus aja tik tok mu dari perusahaan ini karena membuat pelanggan kecewa aku sherlock bing kita baku hantam,1
Pengguna Google,2025-03-22 11:50:59,"ngebug gajelas terus padahal uda di update, udah di hapusin semua cafe dan history tontonannya tapi tetep aja kya gitu, padahal sinyal bagus mohon di tingkatkan lagi yaa",2
Pengguna Google,2025-02-24 01:12:58,"Tik tok kenapa ya, tiap pagi bru mau buka tiktok nggk bsa masuk ngestack di logo tiktok nya mulu, bru HP ikut nge stack juga jdi hrus di restart kembali",2
Pengguna Google,2025-03-22 01:51:09,aplikasi ini sangat bagus tapi knp akun saya di blok permanen iya setidaknya akun nya aja lahh kalok nonton biarkan aja masih bisa Tampa akun apa lahh tolong iya tiktok,5
Pengguna Google,2025-03-14 11:38:59,"Ngga tau kenapa tiba"" aja akun keblokir pas mau ngajuin banding ngga bisa dipencet,padahalnya saya pake aplikasi tiktok cuma buat scrolling doang,ngga pernah macem""",3
Pengguna Google,2025-04-18 14:39:44,Saya beri bintang 4 karena sering keluar sendiri waktu mw buka aplikasi tiktok nyaa tolong di perbaiki yaa... 🙏🙏,4
Pengguna Google,2025-03-11 14:10:19,"Tolong admin tiktok jaringan bagus apk lain lancar pas buka tiktok ngebag keluar sendiri udh di bersihin juga tetap pas ngrbuka lagi apk nya keluar sendiri lagi,ini saya emosi banget terganggu juga terima kasih 🙏🏻🙏🏻🙏🏻",2
Pengguna Google,2025-03-04 03:22:57,"bagus banget app nya, tapi akhir akhir ini suka ngelek pas dibuka aplikasi nya,trs kalo ngeskrol suka ngestuck,kadang suka keluar sendiri dr tt nya,pas saya cek memori saya masi banyak banget,itu aja si yg perbaikin",5
Pengguna Google,2025-03-15 14:27:39,"yang pasti semua keluhan yg kubaca sudah diwakili dri sekian banyak yg ngeluh,kenapa skrng jadi gtu tiktok nya,semoga bisa kembali membaik kaya biasanya👍",4
Pengguna Google,2025-03-12 05:36:00,"ko di saya udh update ko g ada sulam ny y yg kata buat slomo/ patah"". tolong dongg saya pdhl pengen banget bikin trend yg patah"" tapi di tempat edit nya GK ad sulamnya, adanya kecepatan",5
Pengguna Google,2025-04-01 13:59:05,tiktok kenapa dah suka mau diupdate terus dan aplikasi nya tdk ada di depan layar 🙏tolong diperbaiki lagi yah kak🙏🙏🙏,2
Pengguna Google,2025-03-13 22:45:34,"setelah di update akun saya hilang dan ga bisa login lagi, gimana yaa berusaha login tapi loncat"" trs INI GIMANAAA?!!",2
Pengguna Google,2025-02-26 10:49:35,"sering lag pdhl penyimpanan masih banyak,tiba² keluar sendiri,tolong diperbaiki lagi!!",1
Pengguna Google,2025-03-26 13:20:35,"update nyaa lama banget, sampai ad kesalahan udh cape cape download dari awal lah update lagi penyimpanan aku nanti penuh jangan sering update laah tiktok",4
Pengguna Google,2025-02-23 14:32:15,Tolong perbaiki Aplikasi tik tok Jadi tombol-tombolnya itu tidak akses dengan aksesibilitas Kami sebagai tunanetra susah menggunakan aplikasi tik tok karena tombol-tombolnya itu tidak disebutkan Oleh pembaca layar kami Karena kami sebagai tunanetra itu menggunakan aplikasi pembaca layar jadi aplikasi pembaca layar kami itu tidak bisa membacakan tombol-tombol yang berada di dalam aplikasi tik tok Tolong perbaiki aplikasi tik tok kami sebagai tunanetra juga berhak menggunakan aplikasi tik tok,1
Pengguna Google,2025-03-16 03:25:37,Ini aplikasi tiktok bagus sekali maa Tapi sekarang kenapa kalo saya mau buka aplikasi tiktok terus kembali lagi ke layar awal jadi GK ke aplikasi tiktok,4
Pengguna Google,2025-03-04 12:09:33,Setelah update bukan nya makin bagus malah layar gelap dan suka kedip kedip video nya mohon diperbaiki lagi developer,5
Pengguna Google,2025-02-22 05:18:21,Bagus tapi makin hari ga bisa di pencet kalau di pencet cuma ada logo tiktoknya aja ngga ada fidionya bikin capek setiap hari hapus donlod hapus donlod kadang juga suka ngelag kapan tiktok kayak dulu lagii kangenn tiktok duluu yang ga suka ngelag yang lancar pokonya kangen dehh mohon untuk tiktok segera di perbaiki dehh capek banget sama tiktok tolong ya tiktoknya DIPERBAIKI sekian trimakasih,2
Pengguna Google,2025-03-16 02:45:39,"Mau update susahh, udah di coba beberapa kali tetap gak bisaa, tapi yang keluar malah teks ""coba lagii bla bla bla"" WHATT udah di coba beberapakali masi di suruh coba lagii, Satu lagi , bikin akun pun SUSAHHHH KALIIII, Tiktokkk aku pegen tiktok yang dulu gak kayak sekarang , bikin ini susah ,bikin itu susahhh, yang dilancari tiktoknya ya paling artis' ,akun ku selalu keblokir udah lebih dari 10 akun ku keblokir tanpa ada kesalahan , bezirrrr Lu maunya apa sih😂🤌🏻",1
Pengguna Google,2025-04-01 10:26:21,hmm appnya mulai bagus tapi masalah pas saya ingin live malah kena pelanggaran umur padahal saya live game dan tidak menunjukkan muka itu knp ya? atau emang ga boleh maaf jika emang salah btw akun saya Mina_chan,4
Pengguna Google,2025-03-28 01:34:48,aplikasih ini sangat bermanfaat untuk saya. saya bisa melihat postingan yang seruh dan. postingan rendom yang menarik dan bisa malihat artis artis di luar sana dan banyak lagi pokok nya .,5
Pengguna Google,2025-01-26 12:29:55,"tiktok error, tanggal 14 des 2024, pada jam 14.32 aku membuka tiktok, tapi loadingnya lama bangett dan aku uninstal, pas mau aku download lagi, katanya nggak bisa, akhirnya aku paska, trs bisa, nah aku haruss daftar ulang dong! akhirnya aku daftar, trs sekarang tgl 26 Januari 2025, tiktoknya error lagi dan aku harus uninstal! capek bgt, jadi mohon untuk tetap berjalan di hp apapun dan cakung harap gak ada ke error an llagi! makasih",1
Pengguna Google,2025-03-06 16:48:10,"Buat yg belum update jgn di update, apk jd lemot karena di update dan ada bug salah satunya koneksi terputus",1
Pengguna Google,2025-03-23 05:33:05,"aplikasi nya min tolong di perbaharui, hp saya ngelag setelah update aplikasi tiktok, saya gk buka aplikasi tiktok hp say ngebug, kadang mati daya dengan sendirinya",1
Pengguna Google,2025-03-12 22:06:26,"misi add friend to tiktok dapet uang 100K / orang, tapi hp original baru dibuka dari box aja udah ada tiktoknye anjg🤣.. gimana cara add friend kalo smua hp baru aja udah ada tiktok ANEH",1
Pengguna Google,2025-03-05 16:25:40,"Makin ga jelas. Komen baik2 malah dpt teguran giliran banyak yg komenannya jorok ga kena pelanggaran. Jaringan buat sosmed lain kenceng tp di tiktok buffering mulu, ga berguna sama sekali",1
Pengguna Google,2025-03-14 15:35:20,Seru banget tiktok bisa ngehibur aku makasih ya yang buat tiktok karena dah buat aplikasi kayak gini tapi bagus lagi kalau tiktok bisa teleponan,5
Pengguna Google,2025-03-06 02:27:07,"sekarang tiktok udah jelek tiap mau di bukak selalu muncul logo ny aja,,,trus mau di install lagi baru bisa di pakek",1
Pengguna Google,2025-03-18 14:16:25,"mohon pihak tiktok, tolong adakan fitur call dan video call... karena sangat membantu jika ada fitur tersebut",5
Pengguna Google,2025-03-10 12:18:08,"Aplikasi bagus, cuman setiap nonton live atau video fyp selalu lag, dan kapan foto live ada di hp android?",5
Pengguna Google,2025-02-28 05:31:03,Bayangkan 500 juta pengguna tiktok nyawer 1 bunga gratis saat live berapa juta kau dapatkan!! Jangan lupa ada pelet tiktok juga supaya banyak yang tertarik kepadamu walau kontenmu tidak bermutu sama sekali. Salam edan Dian_sihite,5
Pengguna Google,2025-02-25 21:46:43,"please, privasinya gaada bgt.. padahal aku udh matiin seluruh kontak, tp ttp ketauan. hadehhh minimal nama kontaknya ga dikasi liat lah, dikira semua orang gaada privasi gt oke oke aja akun pribadinya ketauan seluru kontak. ini juga sekali ngeflop flopnya lama & bener bener ga bs nyentuh fyp..",1
Pengguna Google,2025-03-20 03:51:51,tiktok knp sih aku gk bisa bikin akun sekali nya bikin akun tiktok nya gk bisa di buka tolong juga tiktok sering banget nge bug tolong dong perbaiki lagi nih tiktok🙏🙏🙏,3
Pengguna Google,2025-03-28 04:18:20,tolong tiktok di perbaiki lgi...... saya kalo buka komentar yg komen 2000 ribuan tiba di buka yang muncul cuman 10 komen aja tolong di perbaiki....... jadi kesal.....,1
Pengguna Google,2025-03-21 11:02:47,"di tiktok banyak penjual penipu gambar nya apa yg di kirim apa apk membiarkan penjual curang seperti itu banyak sekali orang"" yg di rugikan dari penjual yg tidak amanah harusnya penjual yg seperti itu di blokir donk",1
Pengguna Google,2025-03-13 03:50:23,"bagus aplikasi nya tapi tolong diperbaiki dikit..aku suka keluar sendiri kalau lihat vidio,padahal jaringan lancar🙏🏻",5
Pengguna Google,2025-02-18 08:23:21,"Lama² gua uninstall ni apk,gw komen dikit² pelanggaran dikit² peringatan,,,lah yg bikin konten aneh² pada bisa,lama² gua muak ama aplikasi ini. 👎🏻👎🏻",1
Pengguna Google,2025-03-16 11:05:42,aplikasinyaa tidak bisaa dibukaaa klo bisa harus di uninstall abis itu install lagii tolong dong pihak tiktok di perbaiki diperbaharui bukannya bagus malah ntah gimana,1
Pengguna Google,2025-03-05 09:11:19,aplikasi yang sangat baguss suka bangett sama aplikasi ini walau terkadang ada fitur yang tiba tiba hilang sendiri mohon terus ditingkatkan terimakasih,5
Pengguna Google,2025-03-12 01:56:27,Bagus tapi agak lemot lemot gitu jadi aku terkadang harus hapus sama download tapi gak nambahin memori kok biasa aja truss vt nya yang diinginkan filter nya juga bagus,5
Pengguna Google,2025-04-01 15:00:23,"Kadang stuc di logo sampe download banyak kali tapi ttp,aku bawa ke konter tapi konter nya gak bisa, sampai akhirnya aku riset hp biar bisa liat tiktokk GK jelass!!",1
Pengguna Google,2025-04-01 02:45:17,"sebenarnya bagus tapi kadang ngebung sendiri udah berkali kali aku hapus download lagi, capek tau pliss di perbaiki lagi aplikasi nya",4
Pengguna Google,2025-03-13 01:10:39,aplikasi sering stuck di logo saja dan kalau sudah stuck harus download ulang tolong dong untuk tim developer untuk di perbaiki bug itu,2
Pengguna Google,2025-02-23 11:01:19,"Semuanya oke, kecuali 1,barang murah di tiktok shop kenapa tidak bisa COD?saya mohon semoga ini bisa ditambahkan di tiktok shop",4
Pengguna Google,2025-03-29 07:03:06,Kenapa setelah di update fitur teman hilang. Tolong kembalikan fitur teman dan fitur lain nya.,3
Pengguna Google,2025-04-23 02:31:03,"kenapa aplikasi tik tok saya kalo mau nyalakan selalu harus diuninstal terus, tolong aplikasi ini diperbaiki lebih baik",5
Pengguna Google,2025-04-10 15:03:12,sangat parah sekali nih tiktok banyak pembobolan akun sistem tidak manusiawi sistem dua langkah pun ga bagus dan berguna tolong kembalikan akun saya jadi pada hilang pdahal saya udah sampe kelas internasional PK match nya udah sampe internasional tapi malah akun saya di hack sama orang sedih saya jadinya 😭😭😭,1
Pengguna Google,2025-03-29 12:49:37,"udah bagus walaupun kadang bug dan cman logo doang, tpi wehh ini lebih parah, di gw gk ad fitur-fitur buat ngedit velocity jirr👎🏻",5
Pengguna Google,2025-03-02 16:47:10,"Akun saya di blokir ada apa ini, tidak ada konfirmasi dulu tiba-tiba akun anda terblokir setiap masuk selalu ada itu bagaimana mau akses tiktok lagi,",1
Pengguna Google,2025-03-19 05:52:45,kenapa aku setiap buka tiktok gasampe ber jam jam tiba tiba hpnya mati hilang suara dan sampai keluar dari apk juga gada suara sampe harus refrest ulang hpnya baru bisa,2
Pengguna Google,2025-03-31 08:53:52,"suka ngelag parah sampe harus di uninstall dulu baru bisa, tolong perbaiki dong udah ada yg ngeluh masalah gini juga, bukan 1 / 2 orang aja.",4
Pengguna Google,2025-03-23 13:21:58,"dikit dikit kena pelanggaran komentar, padahal gaada kata kasar maupun menyinggung. Hadehhh ini tiktok males ngecek satu satu apa gmn nih? jdi pake AI yang semua nya di kenain pelanggaran. Heran.",1
Pengguna Google,2025-03-14 09:06:03,"lama sekali untuk di buka nya, tlng dongg prubahin,pdhl jaringannya amn,smpe sya tunggu lm bngt,TPI klo aplikasi yg lain CPT TPI klo ini lm bgt prosesnya sya nunggu smpe stngah JM Lo, di perbaiki lagi ya,TRIMKSI🙏",2
Pengguna Google,2025-03-30 05:14:20,bagus bagus aja sihh tapi agak ngebug dan aga ngelag tapi gapapa aku tetep sukaa karna banyak konten konten yg bisa jadi pelajaran...,5
Pengguna Google,2025-04-02 21:03:44,"abis di update ngak bisa di buka pas kembali HP jadi ngeblank"" padahala sebelum di update normal"" aja ayo lah tingkatin lagi kualitas nya jangan cuma nyerot kuotanya doang yang banyak",1
Pengguna Google,2025-03-18 10:23:15,gimana kamera tik tok nya suka eror kadang pake filter g mau tolong dong min ini kenapa ya suka nge blank gitu gambar nya jadi item,5
Pengguna Google,2025-03-22 14:08:38,Mengapa aplikasi mengalami buffering meskipun jaringan dalam kondisi baik? Mohon perbaiki agar kenyamanan pengguna tetap terjaga.,3
Pengguna Google,2025-03-05 05:54:51,"tiktok aneh,di update bukannya jadi bagus malah tambah beler,mana keluar' sendiri lagi, ter paksa saya hapus download terus'an,perbaiki sdikit dong",1
Pengguna Google,2025-03-22 08:20:29,"tiktok ini bagus, cuma kenapa saya mau buat trend Velocity tidak ada fitur sulap? knp yah? mohon di perbaiki, pdahal selalu saya update loh",1
Pengguna Google,2025-02-14 23:47:30,"Sering buat HP lag, padahal penyimpanan masih longgar. Tolong di perbaiki secepatnya",4
Pengguna Google,2025-03-12 11:34:31,"apk nya bagus,tp misi streak pet nya bisa diganti aja ngga??? ribet bgt harus buka akun satu persatu",5
Pengguna Google,2025-03-17 05:55:06,"Banyak bgt bug, masak jaringan gw bagus vidio nya ga bisa di putar, terus sering gabisa masuk ke app nya",1
Pengguna Google,2025-03-20 13:02:18,"kirain dari hpnya lemot suka ngelag, ternyata pas liat rate nya bnyk yg ngalamin TOLONG BANGET YA, DIBENERIN, KELUAR' SENDIRI, BIKIN KESEL AJA, HAPEKU SAMPE BABAK BELUR GINI NIH GARA GARA SAKING KESELNYA, TOLONG BANGET Y",1
Pengguna Google,2025-02-28 08:17:56,Aplikasi nya berkualitas tidak sama sekali ngelag namun jika saya menonton itu tiba tiba ngelag selama 12 jam jadi mohon diperbaiki ya,3
Pengguna Google,2025-02-05 13:19:45,"saya belakang ini mau buka apk tiktok tidak bisa cuman sampe logo doang bahkan hp saya ikutan frame/lag parah banget, tolong diperbaiki!!DIPERBAIKIIIIIII!!!!!!! masa hrus hapus download lagi biar bisa buka tiktok abis kuota saya, tolongg pihak tiktok disini sayaaa mewakili semua nyaa DIPERBAIKI SECEPATT MUNGKINN, DIPERBAIKII!!!!!!!! aplikasi rusakkk!!!!!!",1
Pengguna Google,2025-02-25 11:27:33,tiktok kenapa ya akhir akhir ini sering ngebug ketika saya mau nnton ga bisa masuk ini knpa ya min?tlong di bnerin lgi apk nya ini,1
Pengguna Google,2025-03-15 03:31:01,"apk nya bagus, minusnya suka ngebag klo dibuka, ngestuck di logo tiktoknya trus, kcuali hapus apknya trus download lgi, bru bisa dibuka.",3
Pengguna Google,2025-03-10 21:23:24,Senang sekali dengan tiktok bisa buat ber kreasi menambah banyak teman dan wawasan (Jaga dan tingkatkan elektabilitas biar apk ini semakin jaya di udara),5
Pengguna Google,2025-03-06 03:21:12,"Sering ngebug. Vidio tiba"" Ga bisa di putar/berhenti sendiri padahal jaringan bagus",2
Pengguna Google,2025-03-16 22:32:53,pelikasih tiktok meneng bagus cumak kadang agak eror saja jadi tolong agak di perbaiki lagi ya dan di tingkatkan lagi biarr bisa jadi lebih bagus dan lebih seru,5
Pengguna Google,2025-03-02 12:15:00,"bagus si aplikasinya,tapi kenapa akun tiktok saya tidak ada efek sulapnya pdhl sudah di perbarui. mohon tiktok untuk memperbaiki🙏",2
Pengguna Google,2025-03-25 08:00:56,keren sekali aku puas banget kalian harus coba deh pasti bakal ketagihan deh kalo main tiktok pasti tidur lama bisa dari jam 1 sampai jam 5 soal nya seru banget,5
Pengguna Google,2025-03-05 06:16:59,"Saya komentar di tiktok kenapa selalu kena pelanggaran padahal tidak ada kata kata kasar tapi selalu di hapus dan kena pelanggaran, ini mah terlalu berlebihan, akun utama ku aja di blokir sama tiktok entah apa yang salah 😆",1
